SP95,x,y,nbStations
1.359,662572.6033234809,7057045.043601059,1
1.36,575560.1515496138,6376024.458604356,1
1.369,931482.9128406243,6689250.034444026,1
1.329,453594.5704183383,6621616.397317504,1
1.449,747326.946814572,6886904.645647034,1
1.301,212264.96386051393,6817544.386976735,1
1.352,933411.3649150359,6915859.546421118,1
1.292,651251.5725970524,6913714.796327133,1
1.399,594814.2726036367,6465851.738539912,1
1.359,444684.389526936,6907437.297216646,1
1.389,825368.8434850158,6970275.8936259765,1
1.359,265065.4874435973,6749059.600154747,1
1.505,984445.2465319983,6485003.145937197,1
1.524,912855.843239883,6266855.439144076,1
1.359,478283.6653215308,6660242.522384379,1
1.345,691567.3125213443,6902995.778462146,1
1.54,1169849.6498646513,6146930.98861703,1
1.453,666176.8039970708,6394910.489937271,1
1.375,1025432.5922505351,6806787.412645509,1
1.439,617455.1566281477,6789262.460515714,1
1.329,295937.0105936812,6758822.705351327,1
1.377,599149.0494231478,7026391.996765804,1
1.325,939692.8013357323,6537209.22477136,1
1.336,152164.14981741866,6848357.632061442,1
1.5,1227283.48009492,6182191.31154698,1
1.349,370612.21956238744,6280218.834106923,1
1.313,801750.6330489533,6725520.927590471,1
1.5,800765.3539810779,6710994.793006478,1
1.303,909518.1815907806,6495793.184083194,1
1.429,549376.5618605048,6850877.113724024,1
1.375,357951.9841771853,6789951.21165213,1
1.331,792110.2795731077,6269844.566010301,1
1.369,914075.7268191177,6680098.271839245,1
1.429,744376.0429097881,6703928.316278001,1
1.54,512756.5098989478,6339482.958615471,1
1.359,766145.6031289861,6470731.843944343,1
1.36,402764.01619733614,6649605.573494772,1
1.41,954004.8350881735,6799460.895405734,1
1.349,836674.1608823736,6349950.803030864,1
1.39,186695.7571723925,6868643.0649396945,1
1.349,705974.7521067818,6905691.284251278,1
1.395,608403.6943335152,6221286.612590741,1
1.57,604221.4420509508,7020602.302739699,1
1.305,147564.8743572262,6860205.952985755,1
1.303,587117.1640406479,6451970.484370486,1
1.439,937397.7045722553,6671910.28946823,1
1.347,600032.3653084073,7035055.765889949,1
1.302,489617.6407340368,6321354.726988896,1
1.519,721904.5721114615,6582033.382982229,1
1.369,796090.530694697,6351429.280365973,1
1.345,846408.1147982897,6520564.583869596,1
1.43,558629.2021170234,6414305.687651697,1
1.385,275717.7456696003,6729094.116795762,1
1.41,531093.4934466317,6337002.265422047,1
1.499,802598.6434459526,6749676.71433366,1
1.388,715621.8298602245,6462052.9462312935,1
1.54,896686.2085081602,6484016.849721279,1
1.294,615248.1601238229,7072027.199468477,1
1.3,209501.74847998784,6802816.147670388,1
1.349,340877.56758411514,6794995.667551918,1
1.354,663076.9375538263,6871241.044084252,1
1.347,645980.1105373991,6836139.478494218,1
1.339,596381.2705974362,6256901.906639366,1
1.294,473315.681049192,6408072.292644765,1
1.369,927327.0227335868,6696213.5041612,1
1.449,841253.0683015105,6629252.036201029,1
1.359,664242.9405402406,6624740.750406736,1
1.335,845891.6205050328,6514747.477944207,1
1.31,751278.7516763471,6552295.114979383,1
1.298,521950.4788875209,6417913.490143237,1
1.315,840968.3520468426,6659297.97795956,1
1.349,839485.1804338556,6510409.43840291,1
1.47,783664.4099152266,6437662.4984585205,1
1.489,711481.3090032714,6245886.946712209,1
1.352,658963.948568025,6831692.263796833,1
1.313,997685.4840841132,6269042.149970021,1
1.349,395617.844699677,6751419.458312536,1
1.338,1037897.0266784369,6807163.621227205,1
1.39,791993.554728666,6342688.168205874,1
1.399,425313.1297763093,6621713.291723852,1
1.365,389513.2707415947,6398780.204218114,1
1.53,494752.60946922156,6874758.4323005555,1
1.379,690001.8065344584,6929941.181335585,1
1.294,400201.3796659969,6640336.377926844,1
1.379,900298.9684277487,6262087.902694859,1
1.35,735969.7999825493,6637381.939282458,1
1.349,953874.8806313309,6748885.5968007315,1
1.349,570927.0283377529,6274612.554785443,1
1.314,667201.4699122914,6362565.271808085,1
1.362,848709.5569964886,6465506.908289824,1
1.42,874233.521455549,6312010.441024131,1
1.49,633524.170799278,6493132.553253373,1
1.292,521242.282193003,6938026.672508055,1
1.36,351152.88995511184,6263386.522384085,1
1.522,704266.0665445304,6905802.177181288,1
1.45,1230970.1687538393,6122985.399421149,1
1.45,967000.2693026181,6744832.621340659,1
1.349,409724.9567536738,6740076.205656596,1
1.359,728073.4674314706,7025530.811904347,1
1.364,224627.75726696657,6830542.349077403,1
1.339,624763.808054359,6651018.546262535,1
1.46,972715.9501511479,6810423.330917465,1
1.338,580808.9499613564,6450717.0695388755,1
1.389,434300.6424778309,6315119.447903485,1
1.308,585121.1549007101,6341802.125373466,1
1.304,365220.7621664802,6273774.929509807,1
1.322,689217.86906668,6445218.824912358,1
1.335,436826.3772628107,6298000.714758928,1
1.395,572752.3950985679,6405948.44764365,1
1.419,1031058.6460654367,6289234.290689872,1
1.389,994000.552661594,6582584.90643308,1
1.302,564005.4028734514,6262841.755202246,1
1.59,893465.3362773552,6479128.900719265,1
1.292,562998.9531595324,6981180.526421222,1
1.375,580712.130887754,6644309.204552368,1
1.44,636833.0684531141,6402065.195795209,1
1.351,433468.03169000754,6644785.00628495,1
1.316,630930.509245944,6321487.468582099,1
1.498,878772.3849826071,6544414.040247201,1
1.309,281900.79640790337,6828554.262637747,1
1.399,897976.2679567055,6249522.044007509,1
1.359,624237.7173606806,6261691.024159739,1
1.339,612954.46154763,6965317.681793796,1
1.304,693731.8117347965,6167578.836086912,1
1.45,499978.9787456098,6477290.555189389,1
1.47,509162.26927687717,6688394.057994974,1
1.419,742651.0630767155,6430164.265269085,1
1.319,468062.1203058503,6902744.530302808,1
1.302,711944.2259126231,6651264.953922547,1
1.399,880809.3246798363,6623884.748742845,1
1.374,176130.87517636275,6857588.570090079,1
1.325,551619.8620032491,6940321.700789358,1
1.359,638226.2434351452,6830120.973432092,1
1.538,1170514.8902952939,6149123.93250475,1
1.259,857851.6637324132,6365774.291318513,1
1.395,525997.5430862533,6952867.7101141,1
1.413,888724.1436391412,6641386.917414803,1
1.359,728619.9186497597,6881772.280432258,1
1.359,433627.8532965323,6449723.146264136,1
1.47,1228288.6495828198,6196416.5486693755,1
1.36,1005755.8395612615,6324072.795914079,1
1.399,776867.5463442272,6411795.213363555,1
1.409,686485.2437092263,6478711.539829658,1
1.47,829587.4192878538,6625264.097796003,1
1.349,876882.9662545875,6501978.856955876,1
1.296,453846.3201923993,6648799.1743844785,1
1.293,450654.1052886997,6461996.740270655,1
1.359,809900.6755446383,6716177.777690362,1
1.302,568127.588440071,6286797.518068899,1
1.29,474480.43067293626,6913477.814637924,1
1.429,652093.9640984498,6862289.535831412,1
1.299,504437.16459939454,6465166.590029491,1
1.355,624612.3231239452,6854674.420585546,1
1.385,533554.1042602299,6713559.159919268,1
1.291,659063.9024730341,6913699.5406620875,1
1.327,513455.3163825383,6610348.266731178,1
1.304,461165.54760228563,6282391.926345469,1
1.519,959462.288833352,6567688.53410295,1
1.449,646758.4761829504,6235315.513906511,1
1.389,536203.3076325617,6755641.923109624,1
1.42,1235263.0361638642,6156917.343579241,1
1.529,842903.8789673714,6487554.156552842,1
1.46,872877.1435641458,6471458.649057933,1
1.297,682814.3247063757,6765578.834971199,1
1.386,899506.6573247984,6631866.654880084,1
1.376,946580.4427123293,6550104.070502254,1
1.322,381613.21971465554,6665425.704530113,1
1.329,364191.916208748,6939669.597997691,1
1.37,474599.1615995985,6459643.290362426,1
1.34,872729.6417239313,6309900.597670616,1
1.355,643220.6855798895,7080849.5567517895,1
1.488,1177299.6371626235,6110064.889724825,1
1.349,476015.16822140536,6784180.724890745,1
1.312,658328.4690901424,6906028.293944882,1
1.409,870604.7431376667,6570926.516233589,1
1.389,823210.8759964607,6924125.370401563,1
1.373,633376.7643437417,6885683.784520454,1
1.399,595292.0447277605,6439073.403893303,1
1.355,811184.86828117,6972278.853832566,1
1.373,804901.6914359237,6479269.891577543,1
1.436,656994.9471067211,6246268.833427462,1
1.49,1043674.9766483329,6873356.750897368,1
1.51,437136.1119735818,6234067.591352704,1
1.49,406675.43302496715,6335994.7730975235,1
1.365,957838.7877539648,6792868.447645929,1
1.398,821012.8077365124,6448161.453963385,1
1.29,1047252.0325030074,6840108.334160913,1
1.488,1177814.3280105502,6111108.027108919,1
1.364,479117.4561578083,6703009.01210713,1
1.329,351639.3386426141,6690303.386581132,1
1.369,986218.0348989479,6560657.3663198035,1
1.429,899055.5481431447,6809386.716524013,1
1.369,395803.115006391,6692952.075286306,1
1.338,493868.8974065195,6936573.153026757,1
1.334,514392.2762720932,6701977.823153799,1
1.294,405924.546305557,6668793.516349886,1
1.349,372501.69119332405,6859466.971210318,1
1.392,497159.1660459441,6771442.316073669,1
1.294,701866.6860363882,6177723.6720052995,1
1.34,297775.65533168043,6802139.364088659,1
1.409,833439.833266826,6961119.884312953,1
1.5,722666.5278231791,6770254.397340753,1
1.53,1224053.4277267044,6076722.2697872035,1
1.373,803599.7791631647,6478364.434580243,1
1.449,866442.2701991011,6578180.066104164,1
1.365,406330.14591858257,6259476.810633232,1
1.3,511987.8366268262,6331698.422819185,1
1.366,814199.641982602,6532242.69467763,1
1.399,375899.3611947119,6369467.099759111,1
1.349,836562.768584534,6350380.545205196,1
1.323,375704.521399148,6943930.723626302,1
1.345,467914.99465350976,6791355.807570386,1
1.469,491268.23242319305,6365913.329025544,1
1.49,1037149.1803096659,6293104.17408938,1
1.5,458614.68026746076,6913708.704472931,1
1.359,859925.0810119712,6684339.791820385,1
1.43,326551.84531343397,6846931.874821036,1
1.399,842892.9182364732,6454173.256629872,1
1.89,647835.4193022938,6863028.110537497,1
1.339,401764.72811209713,6443766.661744495,1
1.38,743447.6524546172,6743718.066825235,1
1.36,635889.7391010983,6539060.754382789,1
1.399,678682.1503361835,6866093.899529329,1
1.46,381773.82804554346,6664754.261909813,1
1.298,505494.2959063147,6823971.968334783,1
1.449,842779.8788499497,6319274.8300956115,1
1.51,398594.0562383348,6838457.080229258,1
1.354,671505.7554055392,6849419.182599706,1
1.313,547624.827756596,6330971.692390981,1
1.353,644845.7540102542,6973599.423815942,1
1.55,913662.6177146023,6828703.672585893,1
1.44,771519.3663550596,6454237.954052019,1
1.48,641044.6332688428,7055167.779229127,1
1.52,436598.981581178,6236263.815648701,1
1.35,938229.3238214309,6576202.929781268,1
1.308,681724.1919275983,6814835.84887599,1
1.499,496769.44085409783,6518598.386494913,1
1.54,622152.4073840508,6608925.835248068,1
1.47,588703.459625548,6449448.1090850085,1
1.349,632685.8472596257,6846618.434829647,1
1.5,426803.51127595286,6542229.7182819145,1
1.49,757717.2567668626,6495014.462427333,1
1.52,226360.46927177778,6761764.602475079,1
1.485,937559.9482991861,6532617.334943829,1
1.469,868979.1219581282,6295721.722437475,1
1.43,559388.1970948857,6492289.991443438,1
1.5,534975.3903650201,6418497.374227573,1
1.345,708618.9399909455,7059880.170107407,1
1.49,232698.0009744413,6848263.134151029,1
1.5,500740.4627801374,6589253.211800674,1
1.359,896259.6912313218,6656756.745262105,1
1.333,665541.6717997201,6857865.2334886845,1
1.311,872761.2758050645,6742905.241585821,1
1.315,408440.07886001875,6890278.688286631,1
1.389,387048.46111410885,6332962.36340873,1
1.362,582753.4470055471,6920303.652945005,1
1.349,803323.8510665226,6470982.004167179,1
1.369,795249.4017943762,6332467.0360845225,1
1.379,971490.9033963985,6896198.839783843,1
1.329,569635.6367535538,6265753.954094464,1
1.5,147651.3755744415,6824113.368314397,1
1.58,603611.4262480102,6290084.034759262,1
1.275,849607.9014651492,6341522.511795292,1
1.52,931980.6798427245,6921222.52464209,1
1.292,713558.5056542511,7029996.012269826,1
1.54,1169424.1697047143,6161632.108239707,1
1.399,471218.51709633344,6421178.95611758,1
1.397,734636.1812506696,6559945.712070286,1
1.51,640536.5623525663,6870193.315478972,1
1.385,746732.797227111,6940676.941960169,1
1.378,862865.0931483835,6319596.424040778,1
1.475,1040342.3718576359,6339656.27156685,1
1.51,1198582.0304460614,6076563.21386343,1
1.49,434730.68280074035,6633399.748707447,1
1.5,509700.2569703803,6600655.09784832,1
1.52,357284.3433007004,6691771.059859733,1
1.309,782115.4534035858,6544957.8268538015,1
1.385,434469.8501944294,6329963.564952,1
1.449,792511.878327605,6494302.520157142,1
1.301,530435.8529317639,6336875.3904620465,1
1.34,675162.9689136673,6859874.9858585065,1
1.486,810076.0634169831,6367407.843666148,1
1.339,807282.3107042524,6372510.988454273,1
1.3,765307.3503237246,6970899.58700207,1
1.339,341383.2675193048,6814154.548005486,1
1.395,345492.6417945527,6281350.082181054,1
1.312,717266.54036234,6514424.543247003,1
1.46,787709.0801643841,6842271.598108085,1
1.369,976032.9086711281,6740261.327485867,1
1.51,364787.34901126043,6273608.4657990355,1
1.48,1045530.8215091762,6310478.4317078,1
1.5,984393.3237149247,6486076.565974962,1
1.395,685189.1819659814,6837222.942377045,1
1.336,466396.37872456247,6689222.637877743,1
1.499,334723.6345744755,6651247.545255231,1
1.369,901278.5423384209,6720516.145733281,1
1.52,486006.36163763865,6210543.406879853,1
1.289,385302.68503558467,6561936.010896578,1
1.53,617346.7654444048,6296281.41291311,1
1.48,899232.9190033219,6455546.523395231,1
1.499,884790.1397124794,6551153.57074016,1
1.27,598530.565800481,6797300.189512786,1
1.33,853406.0900100858,6517188.616363339,1
1.389,654075.744384795,7066977.025577869,1
1.349,597128.6429731783,6882822.888363539,1
1.311,327018.5204441409,6829113.560258126,1
1.506,1191617.9798991054,6084617.991581402,1
1.398,956513.2899975381,6790006.412817188,1
1.429,899633.1516356992,6262601.346805388,1
1.38,776735.5676768123,6517541.166763948,1
1.45,649051.7041557948,6342857.10706875,1
1.468,896571.3160010615,6274567.798674021,1
1.307,764000.0339548498,6448392.563268292,1
1.479,571013.7771102837,6274018.118023463,1
1.31,697181.2233867529,6373434.754597771,1
1.339,655669.8879077976,6857883.787760924,1
1.359,871315.028366544,6616300.330528104,1
1.441,406714.8886749536,6496575.491883319,1
1.345,862279.0091964895,6440673.809778712,1
1.35,663697.7187658653,6844306.690453551,1
1.389,722878.1018153629,7014525.7865660135,1
1.459,460847.70715867484,6901941.14637272,1
1.476,457376.95568189246,6657730.8064846555,1
1.302,669406.4762403561,6583135.045206994,1
1.353,952622.2575641084,6677298.185072975,1
1.51,1041101.2659960496,6729419.841974168,1
1.283,896371.3881909284,6241520.529048659,1
1.3,255604.1728174102,6805510.902062285,1
1.349,909895.0424936172,6495803.791704916,1
1.383,751304.5211467665,6603420.30221448,1
1.57,603228.9960913722,6539871.251107277,1
1.369,748872.2207884743,6530232.276288839,1
1.459,846930.7137920875,6546093.816988348,1
1.54,509118.19279431214,6293304.116572348,1
1.296,345249.73610412574,6780509.40892606,1
1.369,166309.97930646117,6783728.81104595,1
1.5,423426.604522595,6923118.9112832965,1
1.342,581844.5616852404,6880626.208384553,1
1.303,857233.6697465976,6856210.190644371,1
1.359,558206.2396538795,6537327.0659071505,1
1.292,426666.9463378333,6545350.562500963,1
1.28,812020.7275382662,6306400.338457104,1
1.438,895129.5381420574,6249389.824411161,1
1.337,844753.3842814529,6441186.503499189,1
1.334,728681.0332998051,6287762.300985705,1
1.39,953348.0450119355,6758062.024009791,1
1.365,958473.7487744974,6794546.159699648,1
1.303,787171.3485483223,6450296.377079087,1
1.469,720790.306516753,6244176.208638915,1
1.349,170862.1289673855,6791466.255909661,1
1.292,417925.49160012614,6417047.004084088,1
1.494,700346.844332769,6231554.558720999,1
1.307,705937.4262072522,6857161.596422388,1
1.293,956831.3977703433,6230726.545923591,1
1.44,1238080.7108235243,6163603.130253165,1
1.378,439328.69270096504,6294640.816737329,1
1.469,935319.8294828171,6348109.226402858,1
1.354,835540.2493137425,6365679.52655992,1
1.379,839730.5032661618,6377267.597962633,1
1.355,338895.66444748954,6265116.00256783,1
1.379,892793.6139325735,6500039.102326352,1
1.45,657564.5150447083,6309474.440689913,1
1.386,635476.8365298604,6758531.547342282,1
1.375,812963.1633324659,6671173.671441293,1
1.311,881158.402892561,6452044.3634962775,1
1.336,694526.9656502951,7032867.318130971,1
1.386,732251.9961618234,6557231.783222748,1
1.288,987411.1158404463,6744430.184325661,1
1.29,944832.5879591121,6389842.8227965925,1
1.389,922544.8252125996,6510217.353119703,1
1.5,1229372.5304822414,6179946.546900958,1
1.355,500653.79240585456,6798254.5343733765,1
1.53,870240.1082477516,6344146.647166881,1
1.457,616253.5800665366,6500462.18869417,1
1.464,322887.27811079414,6265851.4020605115,1
1.379,195864.75734503334,6772406.460431439,1
1.499,829824.5144408412,6730709.814722798,1
1.446,424150.5164419333,6754864.795985949,1
1.353,775189.5839830991,6276153.711783327,1
1.67,336461.09997732006,6746409.730272291,1
1.322,571319.3307403508,6288912.909821448,1
1.359,773770.1385346036,6992189.972235263,1
1.302,547902.4655767542,6330519.335537067,1
1.341,693628.4190234058,6872674.673539714,1
1.469,377357.3299367918,6662654.662127433,1
1.391,434429.2639198581,6329985.464305938,1
1.359,765926.774040505,6986484.717055077,1
1.294,416565.37949957233,6868643.970663138,1
1.385,732614.3391163114,6987059.137692346,1
1.349,802139.5323254379,6445635.1255242545,1
1.33,361813.4472309815,6823802.698105334,1
1.308,859145.5371858346,6716526.521112036,1
1.49,1046078.7706866116,6298488.574922528,1
1.357,928929.7602833256,6898764.3694412,1
1.53,1165621.8489314367,6142968.812549563,1
1.343,447016.09002782474,6789419.33376924,1
1.463,646133.0339443213,6859694.945245586,1
1.351,368746.1316021334,6280323.12802951,1
1.439,586792.7999353339,6225567.300575662,1
1.49,423450.36565224366,6754115.601611864,1
1.489,497890.27565969026,6937296.510085715,1
1.57,375796.5229232413,6483795.460454072,1
1.429,137104.2369664571,6842011.752771183,1
1.296,426594.7946429947,6655849.75324743,1
1.305,808283.2964305831,6936369.84450674,1
1.511,869122.1549326854,6331123.927695473,1
1.332,286521.49399278435,6777129.46272771,1
1.335,489595.9264079761,6774904.762838744,1
1.359,460200.28282472567,6267206.048841859,1
1.4,748461.286852722,6572176.4235006645,1
1.379,638891.7731508507,6448542.783047377,1
1.387,969339.0718967202,6810727.527985201,1
1.296,389176.7401489719,6952816.717341298,1
1.355,706576.8348957476,6960362.363345098,1
1.356,499346.3123148881,6546581.605196512,1
1.399,566460.0130116188,6449387.7838161355,1
1.47,1228230.5018940293,6194581.69143351,1
1.298,689649.7435979358,7000080.449490948,1
1.469,889354.3923590276,6726220.460038894,1
1.349,456162.20627524017,6906845.987128266,1
1.357,723475.4725874148,6735754.285040062,1
1.359,697698.1764715046,6841913.926113186,1
1.379,696998.0107117989,6580088.176629362,1
1.354,952767.6209598647,6677557.554199876,1
1.359,429458.1392445008,6454737.964720726,1
1.329,522064.77458394173,6696565.479447659,1
1.44,572639.4449419418,6285369.577662995,1
1.379,467500.6500580549,6311464.586499376,1
1.301,374206.57279730076,6300872.984028784,1
1.369,384669.65441165806,6843760.28398602,1
1.376,808930.1410842761,6793955.360957455,1
1.359,593172.9691138634,6297700.759655253,1
1.349,632025.5353655162,6679850.463842983,1
1.418,1025769.7754891329,6750960.718004935,1
1.389,469159.179570182,6398787.713541392,1
1.304,710382.8472983025,6277406.6865022015,1
1.489,710823.9546388795,6499132.897831796,1
1.327,386286.7091805003,6573584.636840313,1
1.306,571165.0663044654,6404310.01851909,1
1.329,590269.2983371817,6817770.559047676,1
1.292,458795.727116187,6574138.487212936,1
1.315,1008241.644843474,6266736.1023407625,1
1.367,660185.9092445847,6880340.548542082,1
1.382,520644.75668160187,6963500.170902791,1
1.295,798657.6737601245,6492670.769311346,1
1.41,704533.4211587174,6261005.751060543,1
1.443,484906.00736550713,6350493.546909552,1
1.345,881824.6718243913,6536269.405481326,1
1.369,519132.7275791195,6455501.313925158,1
1.389,576811.3435342625,6328982.336280151,1
1.347,644651.8501627428,6838093.287656493,1
1.379,853642.636981909,6384336.768974719,1
1.375,658041.7903481823,6373069.070612176,1
1.43,841088.8371963603,6413624.932048721,1
1.449,886261.3413558748,6296978.195646066,1
1.304,909492.3808512904,6899453.726228448,1
1.444,838119.9572803292,6406712.562937674,1
1.366,931053.2678101455,6609826.371682574,1
1.378,664926.9796817283,6861728.502179826,1
1.489,711813.601915363,6655548.043732504,1
1.315,636133.9117339747,6814820.1131665595,1
1.3,524547.641409265,6591297.710666077,1
1.317,642042.8515005866,6381022.276187624,1
1.324,924990.7706647968,6231729.133941658,1
1.376,763218.7499607095,6272550.949915509,1
1.306,559454.5877888049,6490543.375140532,1
1.328,704268.048363418,7061992.722550568,1
1.45,486898.5143352196,6795077.450422351,1
1.308,484543.92152964196,6814606.990745165,1
1.365,435602.4292476306,6788208.974469547,1
1.418,686999.2675656403,7049014.171970712,1
1.312,883832.8103447811,6261157.363556972,1
1.313,480398.8554657437,6417942.250555468,1
1.409,464824.33356013603,6770536.2654434,1
1.302,780792.5074314174,6796926.309561557,1
1.363,845048.2544450501,6284059.047456925,1
1.53,635954.3855108162,6218288.166785375,1
1.359,931683.7432931787,6471908.835445037,1
1.292,663951.0150337204,6977984.542266194,1
1.282,894485.0292837372,6243051.2745376965,1
1.467,655322.9184741353,6424925.999860278,1
1.332,1050773.7337809524,6845427.205023559,1
1.335,422211.41141805076,6252591.601675635,1
1.45,647523.0070938861,6235375.6577991815,1
1.289,436854.78184080357,6593369.97141923,1
1.449,664774.544316876,6354876.02470079,1
1.375,953669.310384591,6699255.482741415,1
1.32,878794.8856413075,6889160.28703018,1
1.297,535188.8874865534,6816123.777190604,1
1.44,941637.0215343188,6537950.299151163,1
1.359,941980.195081422,6487448.3520511035,1
1.365,709222.1113302785,7028100.352311332,1
1.296,355521.15781208203,6791306.885380839,1
1.359,811004.5043381985,6368513.009429846,1
1.399,716962.9840136522,6860703.133414981,1
1.298,313906.40389407077,6800320.393741395,1
1.319,378767.270972756,6850696.4118243195,1
1.479,891728.5846257362,6792154.859958603,1
1.349,656569.3068383245,6852605.191902861,1
1.365,842159.7799832458,6504921.105969769,1
1.359,455766.11690014554,6300298.115842289,1
1.344,840634.6621226815,6489164.655357683,1
1.32,405899.5287348868,6239863.975500891,1
1.359,955300.0665864571,6335955.992937009,1
1.304,667029.8157987713,6853046.455685791,1
1.302,564465.8747214526,6263892.600662043,1
1.369,659777.1876046264,6742073.034041644,1
1.347,666949.0783512534,6866632.722274265,1
1.389,784574.2091401678,6546584.6160148,1
1.293,925268.1366116467,6360982.818909437,1
1.439,917439.4632991893,6416634.424847151,1
1.35,706801.9102012881,7059323.65024662,1
1.45,826163.5995173623,6794543.907239907,1
1.29,864556.3765784942,6330615.583668718,1
1.49,588634.3881958913,6743557.189489208,1
1.348,975490.6027474615,6493795.845818372,1
1.304,502388.03080334375,6421291.694874841,1
1.3,564810.7459128478,6792073.956051159,1
1.385,759788.6332415284,6259740.788800069,1
1.442,618402.7449154281,6262198.405024826,1
1.316,677894.9384330501,7046262.920471423,1
1.409,800544.1807048151,6594336.272969237,1
1.388,628282.7255393418,6884432.398889572,1
1.3,881079.2966345327,6679545.217771952,1
1.37,955737.5339695696,6240741.543930636,1
1.379,895879.0848071459,6707411.923495207,1
1.399,399577.6757447552,6896944.107944801,1
1.44,378335.5718983454,6701179.996513682,1
1.429,255962.30007731344,6789876.214906434,1
1.284,1039553.7776724005,6755989.604422957,1
1.357,640180.6091056311,6820965.753767561,1
1.295,501158.78323164943,6420811.821700436,1
1.393,967793.6948880884,6685422.351436443,1
1.424,834631.4909158376,6543587.756854524,1
1.344,439853.0553235564,6729562.755123926,1
1.329,323951.7340962743,6672549.450443509,1
1.349,768894.5250085035,6318320.85331211,1
1.29,316023.58093627484,6704455.9127949,1
1.309,246640.08128577127,6845699.609958171,1
1.399,742130.1444448124,6517885.273693949,1
1.339,722107.004428371,6970496.209998764,1
1.489,949839.4647785486,6230716.038908709,1
1.339,774247.1313251803,6905049.544249241,1
1.349,671071.6176587711,6829218.277959483,1
1.448,721134.0333549457,6828837.948991662,1
1.37,659531.0899938452,6895305.572021356,1
1.321,233166.1612652219,6758198.657261846,1
1.35,634028.9016422711,6991002.277609115,1
1.319,424306.45363411336,6413415.217885311,1
1.305,660480.665205773,6810452.945667662,1
1.359,155789.92504222447,6770061.475704868,1
1.297,473242.60502639954,6382870.492306738,1
1.329,1019871.3199968261,6729300.932558706,1
1.499,805184.9896108492,6522315.016108819,1
1.358,915171.9399481887,6790949.548389183,1
1.396,696246.4344176996,6732594.287038167,1
1.329,384543.6399596824,6705118.372990071,1
1.404,659370.3055971216,6585964.320824388,1
1.327,433186.4379370819,6586908.851188598,1
1.299,467250.9363345076,6361539.142931377,1
1.471,400937.2747654178,6444311.811721879,1
1.399,621267.673497314,6926764.747835774,1
1.309,823590.9245955318,6999455.838548791,1
1.296,483783.8662845169,6551762.048710845,1
1.29,976500.964579303,6795778.313777217,1
1.399,686383.4013803161,6612963.289353798,1
1.436,702858.7727638788,6187539.369329449,1
1.329,623522.3487986317,6609596.23616982,1
1.339,264706.1475415971,6768864.750332493,1
1.31,463578.5788495766,6243208.177967553,1
1.333,667262.1467789726,6854882.74569141,1
1.359,786005.8872321026,6337692.133464365,1
1.349,647017.6006622626,6847608.52503168,1
1.349,520577.27588782064,6919505.379277819,1
1.549,784615.7808434643,6812920.294019726,1
1.365,621685.5714024529,6390143.879355444,1
1.289,435515.13971698063,6587000.331741533,1
1.479,180828.04346668004,6854529.07791159,1
1.458,941296.5424151744,6253325.684730187,1
1.337,844200.7504466978,6441248.087907428,1
1.369,436207.2277896396,6413676.778807683,1
1.349,555654.5555426857,6530618.379177154,1
1.419,494651.8394146264,6616614.632245759,1
1.304,679902.6486064435,6231959.135199047,1
1.389,918418.1055306185,6792703.672505475,1
1.454,774270.4749679266,6371206.006980456,1
1.425,730665.9704508999,6764207.480335131,1
1.378,557981.2638890002,6412426.938619174,1
1.297,900019.8419039404,6810796.467232748,1
1.359,307737.89392401173,6711267.086416376,1
1.389,494385.32062179444,6400635.545774946,1
1.469,747648.3181642869,6357981.532610008,1
1.36,915385.7361742766,6515528.257908238,1
1.34,628640.4123915684,6703047.809648529,1
1.349,562076.0535069823,6526018.560671792,1
1.298,490592.94525101734,6394005.9508852,1
1.53,703677.7969146791,7062313.7803613525,1
1.337,849442.7834411944,6683650.470561088,1
1.454,483606.06699173764,6585605.141494934,1
1.52,740538.0785624871,6245519.0600774875,1
1.49,717252.3988903791,6248761.216547185,1
1.43,734620.2871977456,6262869.350987209,1
1.355,642776.0921361032,6876609.053770623,1
1.355,562755.7524822252,6958951.466099005,1
1.38,655701.8473202436,6471327.015126146,1
1.305,138053.47550240566,6835792.419500435,1
1.297,746639.6597139684,6942721.25152182,1
1.294,475628.1682552928,6438452.614272288,1
1.307,666578.7523106963,6585322.8722077105,1
1.404,709500.8666861453,6632237.870292321,1
1.336,859768.1851956825,6440299.786762198,1
1.349,829157.5289955928,6691580.295019782,1
1.369,734448.2650778567,7026061.864062433,1
1.48,956457.6400318792,6465398.164359015,1
1.388,677406.6776131411,6825048.213147336,1
1.349,849395.7241839736,6581025.771934717,1
1.3,520714.49576958903,6504886.972389884,1
1.435,618806.181921471,6155842.154140084,1
1.304,182855.84203398583,6814172.488317688,1
1.399,821776.9670888674,6296523.590468052,1
1.29,893319.4239109283,6311551.728917741,1
1.48,997908.6723138904,6287263.192578716,1
1.322,332738.528331497,6273292.318199556,1
1.439,1006412.7254326127,6266029.400430661,1
1.308,619486.9518746411,6263148.242863007,1
1.41,829868.1472367961,6510856.035405483,1
1.297,364031.645740836,6771220.935654308,1
1.389,675349.4586537872,6289813.610704838,1
1.28,787088.1464122521,6298588.92454859,1
1.48,290417.32049100194,6700612.8782071825,1
1.349,798400.9314560872,6934288.318266582,1
1.49,939208.4949339256,6542624.78384403,1
1.345,277103.494193305,6839978.79784424,1
1.309,847226.3599799154,6337339.371413668,1
1.355,633276.8251062282,6315289.675768219,1
